Name ;Location;Headcounts;Industry;Year Founded;Specialities ;Type;Website;
 Atawa Interactive;Artigues-près-Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;54;Software Development;2005;;Privately Held;atawa-interactive.fr;
 Presti (YC S24);Paris, Île-De-France, France;25;Software Development;2023;"Generative AI
+10";Privately Held;presti.com;
 SYSTEMIS;Paris, Paris, Île-De-France, France, Europe;27;IT Services and IT Consulting;2009;"cybersécurité
+3";Partnership;systemis.fr;
 Astrolabe;Paris, Paris, Île-De-France, France, Europe;27;Technology, Information and Internet;;;Privately Held;astrolabe.fr;
 smartTrade Technologies;Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;284;Software Development;1999;"Smart order routing
+16";Privately Held;smarttradetechnologies.com;
 GROUPE MINIER;Naveil, Loir-et-Cher, Centre-Val de Loire, France, Vendôme, Europe;24;Financial Services;1934;;Partnership;minier.fr;
 TEDELEC;Niort, Deux-Sèvres, Nouvelle-Aquitaine, France, Niort, Europe;30;IT Services and IT Consulting;1965;"Audiovisuel
+23";Privately Held;tedelec.fr;
 Ubiflow;Betton, Ille-et-Vilaine, Bretagne, France, Rennes, Europe;60;Technology, Information and Internet;2002;"Multidiffusion d'annonces
+10";Privately Held;ubiflow.net;
 CALMETTE;Cannes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;55;Financial Services;;;;hugedomains.com;
 Ecilia;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;21;IT Services and IT Consulting;2001;"logiciel courtage assurance
+3";Privately Held;ecilia.fr;
 BFCM;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;25;Financial Services;;;;creditmutuel.fr;
 ADN AxDaNe;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;27;IT Services and IT Consulting;1993;"Pharmaceuticals
+19";Privately Held;adn.fr;
 AGENCE DE LOCATION;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;74;Financial Services;;;;foncia.com;
 Jalios;Le Chesnay, Yvelines, Île-De-France, France, Versailles, Europe;110;Software Development;2001;"Collaboration
+10";Privately Held;jalios.com;
 Geoptis;Issy-les-Moulineaux, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;43;IT Services and IT Consulting;2017;"geomarketing
+16";Self-Owned;geoptis.com;
 Ministère des Affaires sociales et de la Santé;Paris, Paris, Île-De-France, France, Europe;125;Software Development;;;;sanitaire-social.com;
 LCDE;Chabeuil, Drôme, Auvergne-Rhône-Alpes, France, Valence, Europe;43;Financial Services;;;;lcde.fr;
 Fives ProSim;Labège, Haute-Garonne, Occitanie, France, Toulouse, Europe;39;Software Development;1989;"process simulation software
+21";Privately Held;prosim.net;
 ACSEO;Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;46;IT Services and IT Consulting;2009;"Applications Web
+15";Privately Held;acseo.fr;
 Ordissimo S.A.;Montrouge, Hauts-de-Seine, Île-De-France, France, Antony, Europe;24;Software Development;2002;"easy-to-use
+4";Public Company;ordissimo.fr;
 Dataraise;Paris, Paris, Île-De-France, France, Europe;33;IT Services and IT Consulting;2012;;Privately Held;dataraise.com;
 SOLTECHNIC GROUP;Bruges, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;23;Financial Services;;;;soltechnic.fr;
 PRECEPT MEDIA;Draveil, Essonne, Île-De-France, France, Évry, Europe;45;Software Development;;;;preceptmedia.com;
 Magellan Sécurité;Paris, Paris, Île-De-France, France, Europe;85;IT Services and IT Consulting;;"IAMSécurisation Cloud
+3";Privately Held;magellan-securite.eu;
 CHEOPS TECHNOLOGY;Canéjan, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;598;IT Services and IT Consulting;1998;Cloud Computing;Public Company;cheops-technology.com;
 IVELEM;L'Isle d'Espagnac, Charente, Nouvelle-Aquitaine, France, Angoulême, Europe;27;Software Development;1989;"Applicatif : CEGIDSAGE
+1";Privately Held;ivelem.fr;
 INTERSA;Paris, Paris, Île-De-France, France, Europe;61;IT Services and IT Consulting;1984;"Enquêtes SLS / OPS
+15";Privately Held;intersa.fr;
 UniWare Global Services;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;49;IT Services and IT Consulting;;;Privately Held;societeinfo.com;
 Virtual Net;Rennes, Ille-et-Vilaine, Bretagne, France, Rennes, Europe;59;Technology, Information and Internet;1999;"Open Source
+3";Privately Held;virtualnet.com;
 HDGH;Toulon, Var, Provence-Alpes-Côte D'Azur, France, Toulon, Europe;78;Financial Services;;;;codes83.org;
 IKA;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;85;Software Development;;"services financiers
+11";Privately Held;ika-technology.com;
 Axome - Brand & Tech Agency | Groupe EDG;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France, Saint-Étienne, Europe;107;IT Services and IT Consulting;1983;"Image de marque
+11";Partnership;axome.com;
 Big Boss Studio;Paris, Paris, Île-De-France, France, Europe;251;Technology, Information and Internet;2008;"creative technology
+16";Privately Held;big-boss-studio.com;
 PAEONIA;Nantes, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;21;Financial Services;;;;paeonia.eu;
 Gorgy Time;La Mure, Isère, Auvergne-Rhône-Alpes, France, Grenoble, Europe;47;IT Services and IT Consulting;1974;"Synchronisation horaire
+7";Privately Held;gorgy-time.com;
 ATGTSM Géomètres Experts;Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;23;IT Services and IT Consulting;1986;"topographiefoncier
+3";Privately Held;atgtsm.fr;
 SARL FC DEVELOPPEMENT -GROUPE AFORMAC;Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France, Clermont-Ferrand, Europe;40;Financial Services;;;;intercariforef.org;
 Webdentiste - DentalCall IA;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;43;Technology, Information and Internet;2007;;Partnership;webdentiste.eu;
 Cityway;Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;162;IT Services and IT Consulting;2001;"Intelligent Transport System
+22";Privately Held;cityway.io;
 Banque Populaire Provençale et Corse B.P.P.C;Les Angles, Gard, Occitanie, France, Nîmes, Europe;22;Financial Services;;;;banquepopulaire.fr;
 SimplyDesk;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;27;Software Development;1994;"HelpDesk
+17";Privately Held;simplydesk.fr;
 BANQUE CHALUS;Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France, Clermont-Ferrand, Europe;103;Financial Services;1797;;;banquechalus.fr;
 SOCOREC;Paris, Paris, Île-De-France, France, Europe;24;Financial Services;1963;"Prêt moyen et long terme
+11";Privately Held;socorec.fr;
 Marmiton;Paris, Paris, Île-De-France, France, Europe;47;Software Development;;;Partnership;marmiton.org;
 ISITEC INTERNATIONAL;Millery, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;66;Software Development;2002;"Automation
+3";Privately Held;isitec-international.com;
 Azura Partners;La Teste-de-Buch, Gironde, Nouvelle-Aquitaine, France, Arcachon, Europe;86;Financial Services;2019;;Privately Held;azura-partners.com;
 USF;Paris, Paris, Île-De-France, France, Europe;151;Software Development;1989;;Nonprofit;usf.paris;
 Cortix S.A.;Mérignac, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;22;IT Services and IT Consulting;;;;sudouest.fr;
 RESO TERTIAIRE IDF;Villeneuve-La-Garenne, Île-De-France, France;21;Financial Services;;;;usinenouvelle.com;
 CLARISYS;Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;46;Software Development;2002;"Logiciel laboratoires biologie
+5";Privately Held;clarisys.fr;
 Biolog-id;Bernay, Eure, Normandie, France, Bernay, Europe;69;IT Services and IT Consulting;2005;"Design solutions & specific answers
+4";Partnership;biolog-id.com;
 SGPI;Pacé, Ille-et-Vilaine, Bretagne, France, Rennes, Europe;44;IT Services and IT Consulting;1985;Paie du Lait - Quotas laitiers - Flux matières - Collecte du lait and Outils de Gestion du Capital Social à destination des Coopératives;Privately Held;sgpi.fr;
 Iconics FR, CH & MA;Chavanod, Haute-Savoie, Auvergne-Rhône-Alpes, France, Annecy, Europe;35;Software Development;1995;"Industrial Automation Software
+14";Privately Held;iconics.fr;
 SoftAtHome;Colombes, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;266;Software Development;2008;"Telecommunications
+31";Privately Held;softathome.com;
 ICC Banking Commission;Paris, Paris, Île-De-France, France, Europe;38;Financial Services;;"trade finance
+4";Nonprofit;icc-france.fr;
 Ormer ICT;Hauts-de-France, France, Europe;50;IT Services and IT Consulting;1992;"Staffing
+11";Privately Held;ormer.nl;
 NURING;Thiers, Puy-de-Dôme, Auvergne-Rhône-Alpes, France, Thiers, Europe;73;Financial Services;;;;nuring.com;
 Alteia;Labège, Haute-Garonne, Occitanie, France, Toulouse, Europe;51;Software Development;;"Enterprise A.I
+7";Privately Held;alteia.fr;
 Fasterize;Paris, Paris, Île-De-France, France, Europe;26;Technology, Information and Internet;2011;"Web Performance OptimizationCDN
+6";Privately Held;fasterize.com;
 VV TECHNOLOGY;Vernouillet, Yvelines, Île-De-France, France, Saint-Germain-en-Laye, Europe;25;Software Development;;;;vvtechnology.net;
 DAAM ( ancien CFE-Tunisie );Bagnolet, Seine-Saint-Denis, Île-De-France, France, Bobigny, Europe;484;Financial Services;2015;"Services financiers
+3";Partnership;daambuilt.com;
 Vanetys;Vannes, Morbihan, Bretagne, France, Vannes, Europe;31;Financial Services;;courtiers and conseils en financements;Self-Employed;vanetys.com;
 Mentory;Saint-Mandé, Val-de-Marne, Île-De-France, France, Nogent-sur-Marne, Europe;27;IT Services and IT Consulting;;;Privately Held;mentory.io;
 SDS;Entzheim, Bas-Rhin, Grand Est, France, Strasbourg, Europe;58;IT Services and IT Consulting;1993;"Concessionnaire Konica Minolta
+3";Partnership;entzheim.fr;
 Noeva;Sophia Antipolis, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;37;IT Services and IT Consulting;1992;"Cloud / Hybride
+5";Privately Held;noeva.io;
 Sinfin;Rosières-près-Troyes, Aube, Grand Est, France, Troyes, Europe;23;Software Development;2008;"plateforme ecommercePIM
+9";Privately Held;sinfin.fr;
 MEDIA & BROADCAST TECHNOLOGIES (MBT);Magny-le-Hongre, Seine-et-Marne, Île-De-France, France, Torcy, Europe;106;Software Development;2004;"Informatique
+5";Partnership;mediabroadcast.fr;
 CERIG;Pierre-Buffière, Haute-Vienne, Nouvelle-Aquitaine, France, Limoges, Europe;28;Software Development;;;;cerig.fr;
 Sant& Numérique Hauts-de-France;Amiens, Somme, Hauts-de-France, France, Amiens, Europe;71;IT Services and IT Consulting;2008;"Innovation
+9";Nonprofit;inea.fr;
 MiddleWay;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;77;IT Services and IT Consulting;2013;"Middleware
+9";Self-Owned;middleway.eu;
 CRIT INTERIM;St.-Ouen, Seine-Saint-Denis, Île-De-France, France, Saint-Denis, Europe;84;Financial Services;;;;crit-job.com;
 HD Media - Visites virtuelles 360;Grenoble, Isère, Auvergne-Rhône-Alpes, France, Grenoble, Europe;30;Technology, Information and Internet;2007;"Photos 360°
+3";Partnership;hdmedia.fr;
 NOVRH;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;67;Software Development;1986;"Editeur et intégrateur de solutions SIRH et PAIE
+6";Partnership;novrh.com;
 PEAKS;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;132;IT Services and IT Consulting;2005;"PHP5/7
+24";Privately Held;peaks.fr;
 MATIGNON FINANCES;Paris, Paris, Île-De-France, France, Europe;32;Financial Services;;;;matignonfinances.com;
 Nextoo;Roubaix, Nord, Hauts-de-France, France, Lille, Europe;103;IT Services and IT Consulting;2002;"Web & E-Commerce
+7";Partnership;nextoo.fr;
 Mistral.com;Sundhoffen, Haut-Rhin, Grand Est, France, Colmar, Europe;22;IT Services and IT Consulting;2001;"Réseaux & Wi-Fi
+14";Self-Owned;mistralcom.fr;
 Entr'ouvert;Paris, Paris, Île-De-France, France, Europe;21;Software Development;2002;"logiciel libre
+11";Privately Held;entrouvert.com;
 SKALE-5;Paris, Paris, Île-De-France, France, Europe;22;Technology, Information and Internet;2015;"Infogérance
+13";Partnership;distributique.com;
 InterSystems France;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;57;IT Services and IT Consulting;1978;"Big DataeSanté
+6";Privately Held;intersystems.com;
 Sincro Solutions;Paris, Paris, Île-De-France, France, Europe;29;Software Development;2015;"erpvms
+14";Privately Held;sincro-solutions.com;
 Mention;Paris, Paris, Île-De-France, France, Europe;674;Software Development;2012;"social media
+15";Privately Held;mention.fr;
 Aguesseau Partners;Paris, Paris, Île-De-France, France, Europe;20;Financial Services;2007;;Privately Held;aguesseau.co;
 JoliCode;Paris, Paris, Île-De-France, France, Europe;26;IT Services and IT Consulting;2012;"Web developement
+13";Privately Held;jolicode.com;
 Orentis;Paris, Paris, Île-De-France, France, Europe;23;IT Services and IT Consulting;2003;"Intégration des services en entreprise
+7";Privately Held;orentis.fr;
 ONETECH CONSULTING PVT. LTD.;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;20;IT Services and IT Consulting;2015;;Privately Held;onetechconsulting.com;
 SEGMAR;Mougins, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;38;Financial Services;;;;segmar.com;
 GROUPAGORA;Paris, Paris, Île-De-France, France, Europe;78;IT Services and IT Consulting;1990;"Assitance Technique
+11";Privately Held;groupagora.fr;
 WinSystem;Guadeloupe, France, Europe;34;Software Development;1983;"Ameublement
+7";Privately Held;winsystem.fr;
 Amerisource;Carcassonne, Aude, Occitanie, France, Carcassonne, Europe;39;IT Services and IT Consulting;;IT Solutions provider;Privately Held;amerisource.net;
 Groupe CSF;Paris, Paris, Île-De-France, France, Europe;442;Financial Services;1955;"Crédit immobilier
+11";Nonprofit;csf.fr;
 Ginkoia, une entreprise d'Orisha Commerce;Passy, Haute-Savoie, Auvergne-Rhône-Alpes, France, Bonneville, Europe;47;Software Development;1989;;Partnership;orisha.com;
 Actility, a Netmore Company;Paris, Paris, Île-De-France, France, Europe;112;Technology, Information and Internet;;"Smart GridM2M
+13";Privately Held;actility.com;
 Crédit Agricole de Franche-Comté;Lons-le-Saunier, Jura, Bourgogne-Franche-Comté, France, Lons-le-Saunier, Europe;20;Financial Services;;;;credit-agricole.com;
 Autrement;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;34;Technology, Information and Internet;2008;tourisme and etourisme;Privately Held;autrement.fr;
 Ineï;Montluçon, Allier, Auvergne-Rhône-Alpes, France, Montluçon, Europe;27;Technology, Information and Internet;2010;"Services Web
+3";Privately Held;inei.fr;
 NSI-ADMR;Blagnac, Haute-Garonne, Occitanie, France, Toulouse, Europe;66;Software Development;1998;;Nonprofit;numeum.fr;
 DirectIndustry;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;20;Technology, Information and Internet;2000;"Industry
+11";Privately Held;directindustry.fr;
 Effet B;Villeurbanne, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;20;Technology, Information and Internet;2009;"Développement WebPHP
+2";Privately Held;effetb.com;
 ONLINEFORMAPRO digital learning & development;Vesoul, Haute-Saône, Bourgogne-Franche-Comté, France, Vesoul, Europe;447;Software Development;1999;"e-learning
+3";Public Company;onlineformapro.com;
 UBICENTREX;Strasbourg, Bas-Rhin, Grand Est, France, Strasbourg, Europe;25;Software Development;2009;"Téléphonie
+8";Privately Held;ubicentrex.fr;
 MACOHA;Tours, Indre-et-Loire, Centre-Val de Loire, France, Tours, Europe;25;Financial Services;;;;macoha-nantes.com;
 CESP (Centre d'Etude des Supports de Publicité);Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;28;Technology, Information and Internet;1957;"AuditEtudes d'audience des médias
+1";Nonprofit;cesp.fr;
 dSPACE France;Bièvres, Essonne, Île-De-France, France, Palaiseau, Europe;22;Software Development;2001;"Industrie Automobile
+3";Privately Held;dspace.com;
 ASIGMA (Groupe RAINBOW PARTNERS);Paris, Paris, Île-De-France, France, Europe;86;IT Services and IT Consulting;2015;"Actuariat
+10";Self-Owned;asigma.fr;
 Crédit Agricole de lAnjou et du Maine;Chalonnes-sur-Loire, Maine-et-Loire, Pays de la Loire, France, Angers, Europe;25;Financial Services;;;;credit-agricole.com;
 STORDATA;Versailles, Yvelines, Île-De-France, France, Versailles, Europe;175;IT Services and IT Consulting;1988;;Privately Held;stordata.fr;
 DropTeam;Paris, Paris, Île-De-France, France, Europe;41;Technology, Information and Internet;2013;"L'expertise
+10";Privately Held;dropteam.fr;
 NABDA;Paris, Paris, Île-De-France, France, Europe;32;Software Development;;;;nabda.io;
 Sharp DX France (ex Apsia);Paris, Paris, Île-De-France, France, Europe;169;IT Services and IT Consulting;2009;;Privately Held;sharpdx.com;
 Devcorp;Paris, Paris, Île-De-France, France, Europe;41;IT Services and IT Consulting;2014;"Applications web
+16";Privately Held;devcorp.com;
 TAWASOL TECHNOLOGY;Royan, Charente-Maritime, Nouvelle-Aquitaine, France, Rochefort, Europe;20;IT Services and IT Consulting;2016;"ITVoIP
+12";Privately Held;tawasol-technology.com;
 Hexaglobe;Paris, Paris, Île-De-France, France, Europe;45;Software Development;2004;"OTTStreaming
+7";Privately Held;hexaglobe.com;
 Aegis Consulting;Francheville, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;42;IT Services and IT Consulting;1998;SAP;Privately Held;aegis-consulting.com;
 PERFORMANCE & INFLUENCE;Paris, Paris, Île-De-France, France, Europe;20;Technology, Information and Internet;2010;"online advertising
+8";Privately Held;agencedesinfluenceurs.com;
 MY. Facturation;Paris, Paris, Île-De-France, France, Europe;21;Software Development;;;Privately Held;myfacturation.com;
